identifier,name,country,political_group,gender,parliamentary_term,speeches
96826,Tamás Deutsch,HU,PPE,MALE,8,0
96826,Tamás Deutsch,HU,PPE,MALE,8,0
96829,Ádám Kósa,HU,PPE,MALE,8,0
96829,Ádám Kósa,HU,PPE,MALE,8,0
102887,Béla Kovács,HU,NI,MALE,8,0
124714,Andor Deli,HU,NI,MALE,8,0
124714,Andor Deli,HU,NI,MALE,8,0
23816,András Gyürk,HU,NI,MALE,8,0
23816,András Gyürk,HU,NI,MALE,8,0
96826,Tamás Deutsch,HU,NI,MALE,8,0
96826,Tamás Deutsch,HU,NI,MALE,8,0
96829,Ádám Kósa,HU,NI,MALE,8,0
96829,Ádám Kósa,HU,NI,MALE,8,0
96877,Zoltán Balczó,HU,NI,MALE,8,0
124703,Tibor Szanyi,HU,S-D,MALE,8,0
124705,István Ujhelyi,HU,S-D,MALE,8,0
124722,Csaba Molnár,HU,S-D,MALE,8,0
124723,Péter Niedermüller,HU,S-D,MALE,8,0
124720,Tamás Meszerics,HU,VERTS-ALE,MALE,8,0
124721,Benedek Jávor,HU,VERTS-ALE,MALE,8,0
188906,Francis Zammit Dimech,MT,PPE,MALE,8,0
28122,David Casa,MT,PPE,MALE,8,0
124781,Alfred Sant,MT,S-D,MALE,8,0
28165,Lambert van Nistelrooij,NL,PPE,MALE,8,0
95074,Jeroen Lenaers,NL,PPE,MALE,8,0
96754,Wim van de Camp,NL,PPE,MALE,8,0
96809,Peter van Dalen,NL,PPE,MALE,8,0
96809,Peter van Dalen,NL,PPE,MALE,8,0
103246,Auke Zijlstra,NL,NI,MALE,8,0
125025,Marcel de Graaff,NL,NI,MALE,8,0
125025,Marcel de Graaff,NL,NI,MALE,8,0
125028,Olaf Stuger,NL,NI,MALE,8,0
125029,Hans Jansen,NL,NI,MALE,8,0
125020,Paul Tang,NL,S-D,MALE,8,0
96725,Bas Eickhout,NL,VERTS-ALE,MALE,8,0
4507,Bas Belder,NL,ECR,MALE,8,0
96809,Peter van Dalen,NL,ECR,MALE,8,0
96809,Peter van Dalen,NL,ECR,MALE,8,0
58789,Jan Huitema,NL,RENEW,MALE,8,0
96940,Gerben-Jan Gerbrandy,NL,RENEW,MALE,8,0
125025,Marcel de Graaff,NL,ID,MALE,8,0
125025,Marcel de Graaff,NL,ID,MALE,8,0
107041,Heinz K. Becker,AT,PPE,MALE,8,0
190713,Lukas Mandl,AT,PPE,MALE,8,0
2278,Paul Rübig,AT,PPE,MALE,8,0
4246,Othmar Karas,AT,PPE,MALE,8,0
125001,Harald Vilimsky,AT,NI,MALE,8,0
125001,Harald Vilimsky,AT,NI,MALE,8,0
38511,Georg Mayer,AT,NI,MALE,8,0
38511,Georg Mayer,AT,NI,MALE,8,0
96981,Franz Obermayr,AT,NI,MALE,8,0
111014,Josef Weidenholzer,AT,S-D,MALE,8,0
125018,Eugen Freund,AT,S-D,MALE,8,0
28251,Jörg Leichtfried,AT,S-D,MALE,8,0
124935,Michel Reimon,AT,VERTS-ALE,MALE,8,0
190464,Thomas Waitz,AT,VERTS-ALE,MALE,8,0
125001,Harald Vilimsky,AT,ID,MALE,8,0
125001,Harald Vilimsky,AT,ID,MALE,8,0
38511,Georg Mayer,AT,ID,MALE,8,0
38511,Georg Mayer,AT,ID,MALE,8,0
124881,Marek Plura,PL,PPE,MALE,8,0
124890,Adam Szejnfeld,PL,PPE,MALE,8,0
124893,Bogdan Andrzej Zdrojewski,PL,PPE,MALE,8,0
124895,Krzysztof Hetman,PL,PPE,MALE,8,0
124896,Michał Boni,PL,PPE,MALE,8,0
124903,Bogdan Brunon Wenta,PL,PPE,MALE,8,0
23781,Janusz Lewandowski,PL,PPE,MALE,8,0
23785,Andrzej Grzyb,PL,PPE,MALE,8,0
23787,Czesław Adam Siekierski,PL,PPE,MALE,8,0
28269,Jerzy Buzek,PL,PPE,MALE,8,0
28288,Jan Olbrycht,PL,PPE,MALE,8,0
28297,Jacek Saryusz-Wolski,PL,PPE,MALE,8,0
28297,Jacek Saryusz-Wolski,PL,PPE,MALE,8,0
28297,Jacek Saryusz-Wolski,PL,PPE,MALE,8,0
28299,Bogusław Sonik,PL,PPE,MALE,8,0
28301,Tadeusz Zwiefka,PL,PPE,MALE,8,0
28394,Dariusz Rosati,PL,PPE,MALE,8,0
96771,Jarosław Kalinowski,PL,PPE,MALE,8,0
96774,Jarosław Wałęsa,PL,PPE,MALE,8,0
124879,Janusz Korwin-Mikke,PL,NI,MALE,8,0
124886,Robert Jarosław Iwaszkiewicz,PL,NI,MALE,8,0
124894,Michał Marusik,PL,NI,MALE,8,0
124902,Stanisław Żółtek,PL,NI,MALE,8,0
192298,Dobromir Sośnierz,PL,NI,MALE,8,0
23791,Kazimierz Michał Ujazdowski,PL,NI,MALE,8,0
23791,Kazimierz Michał Ujazdowski,PL,NI,MALE,8,0
28297,Jacek Saryusz-Wolski,PL,NI,MALE,8,0
28297,Jacek Saryusz-Wolski,PL,NI,MALE,8,0
28297,Jacek Saryusz-Wolski,PL,NI,MALE,8,0
23768,Bogusław Liberadzki,PL,S-D,MALE,8,0
28379,Adam Gierek,PL,S-D,MALE,8,0
96784,Janusz Zemke,PL,S-D,MALE,8,0
124874,Bolesław G. Piecha,PL,ECR,MALE,8,0
124882,Dawid Bohdan Jackiewicz,PL,ECR,MALE,8,0
124884,Kosma Złotowski,PL,ECR,MALE,8,0
124887,Karol Karski,PL,ECR,MALE,8,0
124891,Zdzisław Krasnodębski,PL,ECR,MALE,8,0
124892,Marek Jurek,PL,ECR,MALE,8,0
124897,Stanisław Ożóg,PL,ECR,MALE,8,0
124899,Andrzej Duda,PL,ECR,MALE,8,0
132925,Edward Czesak,PL,ECR,MALE,8,0
135540,Czesław Hoc,PL,ECR,MALE,8,0
135541,Sławomir Kłosowski,PL,ECR,MALE,8,0
23784,Janusz Wojciechowski,PL,ECR,MALE,8,0
23791,Kazimierz Michał Ujazdowski,PL,ECR,MALE,8,0
23791,Kazimierz Michał Ujazdowski,PL,ECR,MALE,8,0
28297,Jacek Saryusz-Wolski,PL,ECR,MALE,8,0
28297,Jacek Saryusz-Wolski,PL,ECR,MALE,8,0
28297,Jacek Saryusz-Wolski,PL,ECR,MALE,8,0
28341,Mirosław Piotrowski,PL,ECR,MALE,8,0
28372,Ryszard Czarnecki,PL,ECR,MALE,8,0
28389,Zbigniew Kuźmiuk,PL,ECR,MALE,8,0
96790,Marek Józef Gróbarczyk,PL,ECR,MALE,8,0
96796,Ryszard Antoni Legutko,PL,ECR,MALE,8,0
96801,Tomasz Piotr Poręba,PL,ECR,MALE,8,0
124730,Fernando Ruas,PT,PPE,MALE,8,0
125101,José Inácio Faria,PT,PPE,MALE,8,0
1892,Carlos Coelho,PT,PPE,MALE,8,0
96899,José Manuel Fernandes,PT,PPE,MALE,8,0
96903,Paulo Rangel,PT,PPE,MALE,8,0
96978,Nuno Melo,PT,PPE,MALE,8,0
124739,Carlos Zorrinho,PT,S-D,MALE,8,0
124741,Ricardo Serrão Santos,PT,S-D,MALE,8,0
124747,Pedro Silva Pereira,PT,S-D,MALE,8,0
21918,Manuel dos Santos,PT,S-D,MALE,8,0
28307,Francisco Assis,PT,S-D,MALE,8,0
136236,João Pimenta Lopes,PT,THE-LEFT,MALE,8,0
96706,João Ferreira,PT,THE-LEFT,MALE,8,0
124789,Sorin Moisă,RO,PPE,MALE,8,0
124789,Sorin Moisă,RO,PPE,MALE,8,0
124789,Sorin Moisă,RO,PPE,MALE,8,0
124802,Siegfried Mureşan,RO,PPE,MALE,8,0
125012,Daniel Buda,RO,PPE,MALE,8,0
131750,Mihai Ţurcanu,RO,PPE,MALE,8,0
33982,Marian-Jean Marinescu,RO,PPE,MALE,8,0
37448,Eduard-Raul Hellvig,RO,PPE,MALE,8,0
38420,Cristian-Silviu Buşoi,RO,PPE,MALE,8,0
39721,Theodor Dumitru Stolojan,RO,PPE,MALE,8,0
39724,Csaba Sógor,RO,PPE,MALE,8,0
39725,Iuliu Winkler,RO,PPE,MALE,8,0
96835,Traian Ungureanu,RO,PPE,MALE,8,0
96838,Cristian Dan Preda,RO,PPE,MALE,8,0
124789,Sorin Moisă,RO,NI,MALE,8,0
124789,Sorin Moisă,RO,NI,MALE,8,0
124789,Sorin Moisă,RO,NI,MALE,8,0
124792,Laurenţiu Rebega,RO,NI,MALE,8,0
124792,Laurenţiu Rebega,RO,NI,MALE,8,0
124792,Laurenţiu Rebega,RO,NI,MALE,8,0
96857,Cătălin Sorin Ivan,RO,NI,MALE,8,0
96857,Cătălin Sorin Ivan,RO,NI,MALE,8,0
124784,Dan Nica,RO,S-D,MALE,8,0
124786,Damian Drăghici,RO,S-D,MALE,8,0
124789,Sorin Moisă,RO,S-D,MALE,8,0
124789,Sorin Moisă,RO,S-D,MALE,8,0
124789,Sorin Moisă,RO,S-D,MALE,8,0
124790,Doru-Claudian Frunzulică,RO,S-D,MALE,8,0
124792,Laurenţiu Rebega,RO,S-D,MALE,8,0
124792,Laurenţiu Rebega,RO,S-D,MALE,8,0
124792,Laurenţiu Rebega,RO,S-D,MALE,8,0
129256,Emilian Pavel,RO,S-D,MALE,8,0
189490,Răzvan Popa,RO,S-D,MALE,8,0
33984,Ioan Mircea Paşcu,RO,S-D,MALE,8,0
39711,Victor Boştinaru,RO,S-D,MALE,8,0
40224,Andi Cristea,RO,S-D,MALE,8,0
88882,Victor Negrescu,RO,S-D,MALE,8,0
96847,Claudiu Ciprian Tănăsescu,RO,S-D,MALE,8,0
96857,Cătălin Sorin Ivan,RO,S-D,MALE,8,0
96857,Cătălin Sorin Ivan,RO,S-D,MALE,8,0
124792,Laurenţiu Rebega,RO,ECR,MALE,8,0
124792,Laurenţiu Rebega,RO,ECR,MALE,8,0
124792,Laurenţiu Rebega,RO,ECR,MALE,8,0
125004,Franc Bogovič,SI,PPE,MALE,8,0
23693,Alojz Peterle,SI,PPE,MALE,8,0
96933,Milan Zver,SI,PPE,MALE,8,0
125003,Igor Šoltes,SI,VERTS-ALE,MALE,8,0
124926,József Nagy,SK,PPE,MALE,8,0
124929,Ivan Štefanec,SK,PPE,MALE,8,0
124930,Pál Csáky,SK,PPE,MALE,8,0
28178,Miroslav Mikolášik,SK,PPE,MALE,8,0
96651,Eduard Kukan,SK,PPE,MALE,8,0
28192,Vladimír Maňka,SK,S-D,MALE,8,0
96656,Boris Zala,SK,S-D,MALE,8,0
124927,Branislav Škripek,SK,ECR,MALE,8,0
124928,Richard Sulík,SK,ECR,MALE,8,0
112611,Petri Sarvamaa,FI,PPE,MALE,8,0
107385,Sampo Terho,FI,ECR,MALE,8,0
124727,Jussi Halla-aho,FI,ECR,MALE,8,0
114268,Nils Torvalds,FI,RENEW,MALE,8,0
124990,Lars Adaktusson,SE,PPE,MALE,8,0
194658,Anders Sellström,SE,PPE,MALE,8,0
28124,Gunnar Hökmark,SE,PPE,MALE,8,0
28126,Christofer Fjellner,SE,PPE,MALE,8,0
124996,Peter Lundgren,SE,NI,MALE,8,0
124996,Peter Lundgren,SE,NI,MALE,8,0
111024,Jens Nilsson,SE,S-D,MALE,8,0
192465,Aleksander Gabelic,SE,S-D,MALE,8,0
96673,Olle Ludvigsson,SE,S-D,MALE,8,0
124937,Peter Eriksson,SE,VERTS-ALE,MALE,8,0
124994,Max Andersson,SE,VERTS-ALE,MALE,8,0
183338,Jakop G. Dalunde,SE,VERTS-ALE,MALE,8,0
124996,Peter Lundgren,SE,ECR,MALE,8,0
124996,Peter Lundgren,SE,ECR,MALE,8,0
124989,Fredrick Federley,SE,RENEW,MALE,8,0
129164,Tom Vandenkendelaere,BE,PPE,MALE,9,78
197420,Kris Peeters,BE,PPE,MALE,9,2
197458,Benoît Lutgen,BE,PPE,MALE,9,32
24922,Pascal Arimont,BE,PPE,MALE,9,17
29579,Marc Tarabella,BE,NI,MALE,9,39
29579,Marc Tarabella,BE,NI,MALE,9,39
29579,Marc Tarabella,BE,S-D,MALE,9,39
29579,Marc Tarabella,BE,S-D,MALE,9,39
96648,Philippe Lamberts,BE,VERTS-ALE,MALE,9,52
125106,Johan Van Overtveldt,BE,ECR,MALE,9,61
197467,Geert Bourgeois,BE,ECR,MALE,9,51
197463,Olivier Chastel,BE,RENEW,MALE,9,8
97058,Guy Verhofstadt,BE,RENEW,MALE,9,41
187917,Marc Botenga,BE,THE-LEFT,MALE,9,96
124973,Gerolf Annemans,BE,ID,MALE,9,27
185771,Tom Vandendriessche,BE,ID,MALE,9,25
197472,Filip De Man,BE,ID,MALE,9,25
107212,Andrey Novakov,BG,PPE,MALE,9,46
124850,Emil Radev,BG,PPE,MALE,9,10
189525,Asim Ademov,BG,PPE,MALE,9,14
197836,Alexander Alexandrov Yordanov,BG,PPE,MALE,9,35
197839,Radan Kanev,BG,PPE,MALE,9,60
97968,Andrey Kovatchev,BG,PPE,MALE,9,57
124852,Sergei Stanishev,BG,S-D,MALE,9,1
197844,Petar Vitanov,BG,S-D,MALE,9,48
197846,Ivo Hristov,BG,S-D,MALE,9,26
124873,Angel Dzhambazki,BG,ECR,MALE,9,249
197849,Andrey Slabakov,BG,ECR,MALE,9,43
124866,Ilhan Kyuchyuk,BG,RENEW,MALE,9,66
124701,Luděk Niedermayer,CZ,PPE,MALE,9,41
124704,Stanislav Polčák,CZ,PPE,MALE,9,235
124713,Tomáš Zdechovský,CZ,PPE,MALE,9,54
125706,Jiří Pospíšil,CZ,PPE,MALE,9,128
197564,Hynek Blaško,CZ,NI,MALE,9,3
197564,Hynek Blaško,CZ,NI,MALE,9,3
197539,Mikuláš Peksa,CZ,VERTS-ALE,MALE,9,37
197546,Marcel Kolaja,CZ,VERTS-ALE,MALE,9,65
197537,Alexandr Vondra,CZ,ECR,MALE,9,64
23712,Jan Zahradil,CZ,ECR,MALE,9,10
96713,Evžen Tošenovský,CZ,ECR,MALE,9,3
118949,Ondřej Kovařík,CZ,RENEW,MALE,9,22
197526,Martin Hlaváček,CZ,RENEW,MALE,9,28
197528,Ondřej Knotek,CZ,RENEW,MALE,9,14
197556,Ivan David,CZ,ID,MALE,9,17
197564,Hynek Blaško,CZ,ID,MALE,9,3
197564,Hynek Blaško,CZ,ID,MALE,9,3
101585,Niels Fuglsang,DK,S-D,MALE,9,46
124872,Morten Petersen,DK,RENEW,MALE,9,27
197555,Søren Gade,DK,RENEW,MALE,9,4
197558,Asger Christensen,DK,RENEW,MALE,9,28
239972,Erik Poulsen,DK,RENEW,MALE,9,0
239973,Bergur Løkke Rasmussen,DK,RENEW,MALE,9,4
96709,Morten Løkkegaard,DK,RENEW,MALE,9,20
197571,Nikolaj Villumsen,DK,THE-LEFT,MALE,9,66
124875,Anders Vistisen,DK,ID,MALE,9,56
197570,Peter Kofod,DK,ID,MALE,9,23
124834,Martin Sonneborn,DE,NI,MALE,9,10
128483,Markus Buchheit,DE,NI,MALE,9,26
128483,Markus Buchheit,DE,NI,MALE,9,26
132191,Gunnar Beck,DE,NI,MALE,9,141
132191,Gunnar Beck,DE,NI,MALE,9,141
190518,Jörg Meuthen,DE,NI,MALE,9,32
190518,Jörg Meuthen,DE,NI,MALE,9,32
197434,Martin Buschmann,DE,NI,MALE,9,1
197478,Lars Patrick Berg,DE,NI,MALE,9,6
197478,Lars Patrick Berg,DE,NI,MALE,9,6
197478,Lars Patrick Berg,DE,NI,MALE,9,6
197480,Nicolaus Fest,DE,NI,MALE,9,63
197480,Nicolaus Fest,DE,NI,MALE,9,63
197481,Maximilian Krah,DE,NI,MALE,9,39
197481,Maximilian Krah,DE,NI,MALE,9,39
197482,Joachim Kuhs,DE,NI,MALE,9,69
197482,Joachim Kuhs,DE,NI,MALE,9,69
197488,Guido Reil,DE,NI,MALE,9,47
197488,Guido Reil,DE,NI,MALE,9,47
197489,Bernhard Zimniok,DE,NI,MALE,9,68
197489,Bernhard Zimniok,DE,NI,MALE,9,68
229352,Malte Gallée,DE,NI,MALE,9,42
229352,Malte Gallée,DE,NI,MALE,9,42
251874,Niels Geuking,DE,NI,MALE,9,2
124822,Dietmar Köster,DE,S-D,MALE,9,17
124837,Joachim Schuster,DE,S-D,MALE,9,14
185619,Tiemo Wölken,DE,S-D,MALE,9,68
1909,Bernd Lange,DE,S-D,MALE,9,28
228286,Karsten Lucke,DE,S-D,MALE,9,22
229839,René Repasi,DE,S-D,MALE,9,50
237465,Matthias Ecke,DE,S-D,MALE,9,20
245858,Thomas Rudner,DE,S-D,MALE,9,4
4267,Udo Bullmann,DE,S-D,MALE,9,26
96833,Jens Geier,DE,S-D,MALE,9,24
96842,Ismail Ertug,DE,S-D,MALE,9,8
96844,Norbert Neuser,DE,S-D,MALE,9,1
106936,Daniel Freund,DE,VERTS-ALE,MALE,9,78
124818,Klaus Buchner,DE,VERTS-ALE,MALE,9,0
193273,Romeo Franz,DE,VERTS-ALE,MALE,9,20
197423,Nico Semsrott,DE,VERTS-ALE,MALE,9,1
197431,Patrick Breyer,DE,VERTS-ALE,MALE,9,19
197439,Damian Boeselager,DE,VERTS-ALE,MALE,9,83
197448,Rasmus Andresen,DE,VERTS-ALE,MALE,9,64
197449,Michael Bloss,DE,VERTS-ALE,MALE,9,40
197460,Sergey Lagodinsky,DE,VERTS-ALE,MALE,9,81
197462,Erik Marquardt,DE,VERTS-ALE,MALE,9,42
197465,Niklas Nienaß,DE,VERTS-ALE,MALE,9,37
229352,Malte Gallée,DE,VERTS-ALE,MALE,9,42
229352,Malte Gallée,DE,VERTS-ALE,MALE,9,42
232843,Jan Ovelgönne,DE,VERTS-ALE,MALE,9,3
96730,Sven Giegold,DE,VERTS-ALE,MALE,9,6
96739,Reinhard Bütikofer,DE,VERTS-ALE,MALE,9,71
96752,Martin Häusling,DE,VERTS-ALE,MALE,9,27
197436,Helmut Geuking,DE,ECR,MALE,9,19
197478,Lars Patrick Berg,DE,ECR,MALE,9,6
197478,Lars Patrick Berg,DE,ECR,MALE,9,6
197478,Lars Patrick Berg,DE,ECR,MALE,9,6
197430,Engin Eroglu,DE,RENEW,MALE,9,42
197432,Jan-Christoph Oetjen,DE,RENEW,MALE,9,134
197443,Andreas Glück,DE,RENEW,MALE,9,14
197445,Moritz Körner,DE,RENEW,MALE,9,61
251268,Michael Kauch,DE,RENEW,MALE,9,10
190517,Martin Schirdewan,DE,THE-LEFT,MALE,9,38
96646,Helmut Scholz,DE,THE-LEFT,MALE,9,67
128483,Markus Buchheit,DE,ID,MALE,9,26
128483,Markus Buchheit,DE,ID,MALE,9,26
132191,Gunnar Beck,DE,ID,MALE,9,141
132191,Gunnar Beck,DE,ID,MALE,9,141
190518,Jörg Meuthen,DE,ID,MALE,9,32
190518,Jörg Meuthen,DE,ID,MALE,9,32
197478,Lars Patrick Berg,DE,ID,MALE,9,6
197478,Lars Patrick Berg,DE,ID,MALE,9,6
197478,Lars Patrick Berg,DE,ID,MALE,9,6
197480,Nicolaus Fest,DE,ID,MALE,9,63
197480,Nicolaus Fest,DE,ID,MALE,9,63
197481,Maximilian Krah,DE,ID,MALE,9,39
197481,Maximilian Krah,DE,ID,MALE,9,39
197482,Joachim Kuhs,DE,ID,MALE,9,69
197482,Joachim Kuhs,DE,ID,MALE,9,69
197488,Guido Reil,DE,ID,MALE,9,47
197488,Guido Reil,DE,ID,MALE,9,47
197489,Bernhard Zimniok,DE,ID,MALE,9,68
197489,Bernhard Zimniok,DE,ID,MALE,9,68
204449,Riho Terras,EE,PPE,MALE,9,30
197497,Sven Mikser,EE,S-D,MALE,9,38
197493,Jaak Madison,EE,ECR,MALE,9,68
197493,Jaak Madison,EE,ECR,MALE,9,68
124696,Andrus Ansip,EE,RENEW,MALE,9,6
129073,Urmas Paet,EE,RENEW,MALE,9,17
197493,Jaak Madison,EE,ID,MALE,9,68
197493,Jaak Madison,EE,ID,MALE,9,68
209896,Colm Markey,IE,PPE,MALE,9,21
209896,Colm Markey,IE,PPE,MALE,9,21
96668,Seán Kelly,IE,PPE,MALE,9,331
205452,Chris MacManus,IE,NI,MALE,9,71
205452,Chris MacManus,IE,NI,MALE,9,71
209896,Colm Markey,IE,NI,MALE,9,21
209896,Colm Markey,IE,NI,MALE,9,21
197654,Ciarán Cuffe,IE,VERTS-ALE,MALE,9,57
197818,Billy Kelleher,IE,RENEW,MALE,9,152
204332,Barry Andrews,IE,RENEW,MALE,9,140
124985,Luke Ming Flanagan,IE,THE-LEFT,MALE,9,39
197817,Mick Wallace,IE,THE-LEFT,MALE,9,500
205452,Chris MacManus,IE,THE-LEFT,MALE,9,71
205452,Chris MacManus,IE,THE-LEFT,MALE,9,71
125027,Esteban González Pons,ES,PPE,MALE,9,7
197606,Javier Zarzalejos,ES,PPE,MALE,9,45
197621,Juan Ignacio Zoido Álvarez,ES,PPE,MALE,9,44
197777,Leopoldo López Gil,ES,PPE,MALE,9,28
1992,José Manuel García-Margallo y Marfil,ES,PPE,MALE,9,6
204400,Adrián Vázquez Lázara,ES,PPE,MALE,9,29
204400,Adrián Vázquez Lázara,ES,PPE,MALE,9,29
28399,Antonio López-Istúriz White,ES,PPE,MALE,9,37
28400,Francisco José Millán Mon,ES,PPE,MALE,9,91
96808,Pablo Arias Echeverría,ES,PPE,MALE,9,21
96936,Gabriel Mato,ES,PPE,MALE,9,57
202351,Carles Puigdemont i Casamajó,ES,NI,MALE,9,27
202352,Antoni Comín i Oliveres,ES,NI,MALE,9,64
96708,Oriol Junqueras i Vies,ES,NI,MALE,9,0
125042,Javi López,ES,S-D,MALE,9,64
125046,Jonás Fernández,ES,S-D,MALE,9,53
127096,Domènec Ruiz Devesa,ES,S-D,MALE,9,101
197717,Ibán García Del Blanco,ES,S-D,MALE,9,33
197718,Nicolás González Casares,ES,S-D,MALE,9,53
197721,César Luena,ES,S-D,MALE,9,39
197722,Nacho Sánchez Amor,ES,S-D,MALE,9,54
204413,Marcos Ros Sempere,ES,S-D,MALE,9,38
28347,Javier Moreno Sánchez,ES,S-D,MALE,9,32
96812,Juan Fernando López Aguilar,ES,S-D,MALE,9,251
124972,Ernest Urtasun,ES,VERTS-ALE,MALE,9,59
185974,Jordi Solé,ES,VERTS-ALE,MALE,9,114
197829,Jorge Buxadé Villalba,ES,ECR,MALE,9,94
197831,Hermann Tertsch,ES,ECR,MALE,9,86
125005,Javier Nart,ES,RENEW,MALE,9,1
126644,Jordi Cañas,ES,RENEW,MALE,9,74
197554,Luis Garicano,ES,RENEW,MALE,9,25
197779,José Ramón Bauzá Díaz,ES,RENEW,MALE,9,48
204400,Adrián Vázquez Lázara,ES,RENEW,MALE,9,29
204400,Adrián Vázquez Lázara,ES,RENEW,MALE,9,29
131507,Miguel Urbán Crespo,ES,THE-LEFT,MALE,9,67
197684,Pernando Barrena Arza,ES,THE-LEFT,MALE,9,27
197828,Manu Pineda,ES,THE-LEFT,MALE,9,61
190774,Geoffroy Didier,FR,PPE,MALE,9,16
197534,François-Xavier Bellamy,FR,PPE,MALE,9,74
5565,Brice Hortefeux,FR,PPE,MALE,9,0
96747,Arnaud Danjean,FR,PPE,MALE,9,13
124760,Nicolas Bay,FR,NI,MALE,9,41
124760,Nicolas Bay,FR,NI,MALE,9,41
124760,Nicolas Bay,FR,NI,MALE,9,41
197615,Jérôme Rivière,FR,NI,MALE,9,23
197615,Jérôme Rivière,FR,NI,MALE,9,23
197626,Hervé Juvin,FR,NI,MALE,9,13
197626,Hervé Juvin,FR,NI,MALE,9,13
197683,Gilbert Collard,FR,NI,MALE,9,10
197683,Gilbert Collard,FR,NI,MALE,9,10
113892,Eric Andrieu,FR,S-D,MALE,9,16
124693,Pascal Durand,FR,S-D,MALE,9,14
124693,Pascal Durand,FR,S-D,MALE,9,14
197694,Raphaël Glucksmann,FR,S-D,MALE,9,65
197698,Pierre Larrouturou,FR,S-D,MALE,9,10
245018,Christophe Clergeau,FR,S-D,MALE,9,16
197500,Mounir Satouri,FR,VERTS-ALE,MALE,9,55
197503,David Cormand,FR,VERTS-ALE,MALE,9,25
197512,Benoît Biteau,FR,VERTS-ALE,MALE,9,32
197574,Damien Carême,FR,VERTS-ALE,MALE,9,24
197574,Damien Carême,FR,VERTS-ALE,MALE,9,24
204420,Claude Gruffat,FR,VERTS-ALE,MALE,9,46
250918,François Thiollet,FR,VERTS-ALE,MALE,9,10
96740,Yannick Jadot,FR,VERTS-ALE,MALE,9,19
96750,François Alfonsi,FR,VERTS-ALE,MALE,9,31
124760,Nicolas Bay,FR,ECR,MALE,9,41
124760,Nicolas Bay,FR,ECR,MALE,9,41
124760,Nicolas Bay,FR,ECR,MALE,9,41
124693,Pascal Durand,FR,RENEW,MALE,9,14
124693,Pascal Durand,FR,RENEW,MALE,9,14
197504,Jérémy Decerle,FR,RENEW,MALE,9,16
197508,Stéphane Séjourné,FR,RENEW,MALE,9,63
197543,Bernard Guetta,FR,RENEW,MALE,9,41
197551,Stéphane Bijoux,FR,RENEW,MALE,9,25
197557,Christophe Grudler,FR,RENEW,MALE,9,31
197577,Gilles Boyer,FR,RENEW,MALE,9,23
197585,Pierre Karleskind,FR,RENEW,MALE,9,42
204419,Sandro Gozi,FR,RENEW,MALE,9,63
234344,Max Orville,FR,RENEW,MALE,9,34
251859,Guy Lavocat,FR,RENEW,MALE,9,3
96711,Pascal Canfin,FR,RENEW,MALE,9,25
96885,Dominique Riquet,FR,RENEW,MALE,9,5
197521,Manuel Bompard,FR,THE-LEFT,MALE,9,8
197574,Damien Carême,FR,THE-LEFT,MALE,9,24
197574,Damien Carême,FR,THE-LEFT,MALE,9,24
24505,Emmanuel Maurel,FR,THE-LEFT,MALE,9,49
30482,Younous Omarjee,FR,THE-LEFT,MALE,9,54
124738,Gilles Lebreton,FR,ID,MALE,9,100
124760,Nicolas Bay,FR,ID,MALE,9,41
124760,Nicolas Bay,FR,ID,MALE,9,41
124760,Nicolas Bay,FR,ID,MALE,9,41
124770,Jean-François Jalkh,FR,ID,MALE,9,0
131580,Jordan Bardella,FR,ID,MALE,9,43
197615,Jérôme Rivière,FR,ID,MALE,9,23
197615,Jérôme Rivière,FR,ID,MALE,9,23
197623,Thierry Mariani,FR,ID,MALE,9,91
197626,Hervé Juvin,FR,ID,MALE,9,13
197626,Hervé Juvin,FR,ID,MALE,9,13
197628,Jean-Paul Garraud,FR,ID,MALE,9,52
197683,Gilbert Collard,FR,ID,MALE,9,10
197683,Gilbert Collard,FR,ID,MALE,9,10
197687,Philippe Olivier,FR,ID,MALE,9,33
197690,André Rougé,FR,ID,MALE,9,37
204421,Jean-Lin Lacapelle,FR,ID,MALE,9,68
236051,Eric Minardi,FR,ID,MALE,9,3
197413,Karlo Ressler,HR,PPE,MALE,9,74
197417,Tomislav Sokol,HR,PPE,MALE,9,148
197438,Mislav Kolakušić,HR,NI,MALE,9,84
197935,Ivan Vilibor Sinčić,HR,NI,MALE,9,101
112744,Tonino Picula,HR,S-D,MALE,9,109
197441,Predrag Fred Matić,HR,S-D,MALE,9,23
221463,Ladislav Ilčić,HR,ECR,MALE,9,129
197419,Valter Flego,HR,RENEW,MALE,9,63
124828,Fulvio Martusciello,IT,PPE,MALE,9,17
125670,Massimiliano Salini,IT,PPE,MALE,9,30
197797,Andrea Caroppo,IT,PPE,MALE,9,3
197797,Andrea Caroppo,IT,PPE,MALE,9,3
197797,Andrea Caroppo,IT,PPE,MALE,9,3
197824,Giuseppe Milazzo,IT,PPE,MALE,9,1
197824,Giuseppe Milazzo,IT,PPE,MALE,9,1
204333,Salvatore De Meo,IT,PPE,MALE,9,54
2187,Antonio Tajani,IT,PPE,MALE,9,19
239255,Matteo Gazzini,IT,PPE,MALE,9,4
239255,Matteo Gazzini,IT,PPE,MALE,9,4
239255,Matteo Gazzini,IT,PPE,MALE,9,4
36392,Aldo Patriciello,IT,PPE,MALE,9,0
36392,Aldo Patriciello,IT,PPE,MALE,9,0
